Tempo Decorrido; Velocidade; Rotacao; Acelerador; Freio; Hodometro Parcial; Ref, Velo; Max Torque+; Max Torque-; Torque Motor;TempMos1; TempMos2; TempAr; TempMotor; Tensao Bat; Corrente Motor; Tensao Motor;  id; iq; idx; iqx; GPV; GIV; GDV; GPC; GIC; GPF; GIF; FluxoMax; Cod, Falha; Cod, Alarme; Controle Cruzeiro; Ass, Rampa;SOC; Corrente Pack; Estado de Teste; 
59,54;0;0;0;0;1;5831;0;0;0;349;341;469;0;534;560;7;1887;8;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
59,66;0;0;0;0;1;5831;0;0;0;349;341;469;0;534;561;7;1880;20;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
59,76;0;0;0;0;1;5831;0;0;0;349;341;469;0;534;561;7;1880;65514;1872;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
59,86;0;0;0;0;1;5831;0;0;0;349;341;469;0;534;562;7;1893;13;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
59,98;0;0;0;0;1;5831;0;0;0;349;341;469;0;534;562;7;1878;22;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,08;0;0;0;0;1;5831;0;0;0;349;341;469;0;534;563;7;1867;22;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,21;0;0;0;0;1;5831;0;0;0;349;341;469;0;534;562;7;1858;13;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,31;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;562;7;1858;13;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,43;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1879;7;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,53;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1893;65530;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,65;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1855;65506;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,76;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1896;24;1880;0;70;900;0;75;20;30;1;120;0;52;27;0;0;0;1;
60,88;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1867;65533;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
60,98;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1876;6;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,08;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1884;15;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,2;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1893;18;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,3;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;563;7;1858;65520;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,42;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;565;7;1865;11;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,52;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;565;7;1879;4;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,68;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;565;7;1883;65516;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,78;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;565;7;1882;65513;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
61,9;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;566;7;1880;65504;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;567;7;1861;1;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,1;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;567;7;1908;65535;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,22;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;566;7;1878;19;1883;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,32;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;567;7;1897;65524;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,44;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;567;7;1888;37;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,54;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;567;7;1875;65496;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,67;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;567;7;1887;65518;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,77;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;568;7;1901;28;1880;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,89;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;568;7;1860;65510;1878;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
62,99;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;568;7;1901;5;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
63,09;0;0;0;0;1;5831;0;0;0;349;341;470;0;534;569;7;1895;27;1881;0;70;900;0;75;20;30;1;120;0;52;32;0;0;0;1;
63,21;0;11;10000;0;1;5831;2500;2500;86;349;341;470;0;523;730;7;1754;8240;1885;7997;70;900;0;75;20;30;1;120;0;52;38;0;0;0;1;
63,31;6;82;9974;0;1;5831;2493;2493;522;349;341;470;0;513;1639;35;1668;7610;1798;7975;70;900;0;75;20;30;1;120;0;52;1277;0;0;0;1;
63,43;18;221;9939;0;1;5831;2484;2484;870;349;341;470;0;497;2024;84;966;7799;1172;7946;70;900;0;75;20;30;1;120;0;52;1277;0;0;0;1;
63,53;34;429;9953;0;1;5831;2488;2488;1148;349;341;470;0;494;2169;133;1647;7879;988;7959;70;900;0;75;20;30;1;120;0;52;1981;0;0;0;1;
63,65;52;647;10000;0;1;5831;2500;2500;1215;349;341;470;0;488;2497;182;315;9720;1263;9652;70;900;0;75;20;30;1;120;0;52;2216;0;0;0;1;
63,76;68;842;9974;0;1;5831;2493;2493;1445;349;341;470;0;489;2687;217;599;10156;1159;9625;70;900;0;75;20;30;1;120;0;52;2216;0;0;0;1;
63,88;83;1025;9946;0;1;5831;2486;2486;1586;349;341;470;0;490;2767;245;669;9387;804;9598;70;900;0;75;20;30;1;120;0;52;2230;0;0;0;1;
63,98;95;1167;9946;0;1;5831;2486;2486;1792;349;341;470;0;490;2807;252;339;9552;1043;9598;70;900;0;75;20;30;1;120;0;52;2220;0;0;0;1;
64,1;104;1277;9974;0;1;5831;2493;2493;1917;349;341;470;0;490;2822;273;360;10617;1220;9625;70;900;0;75;20;30;1;120;0;52;2220;0;0;0;1;
64,2;110;1361;9960;0;1;5831;2490;2490;2025;349;341;470;0;488;2856;294;65377;9167;1395;9652;70;900;0;75;20;30;1;120;0;52;2307;0;0;0;1;
64,32;120;1477;9993;0;1;5831;2498;2498;2179;350;339;470;0;486;2846;301;1576;9736;1027;9644;70;900;0;75;20;30;1;120;0;52;2371;0;0;0;1;
64,42;122;1505;9974;0;1;5831;2493;2493;2238;350;339;470;0;488;2849;315;548;9006;445;9625;70;900;0;75;20;30;1;120;0;52;2371;0;0;0;1;
64,54;125;1534;9946;0;1;5831;2486;2486;2284;350;339;470;0;487;2846;322;775;9985;1217;9598;70;900;0;75;20;30;1;120;0;52;2202;0;0;0;1;
64,64;126;1557;9960;0;1;5831;2490;2490;2286;350;339;470;0;488;2872;329;1274;9605;1280;9795;70;900;0;75;20;30;1;120;0;52;2390;0;0;0;1;
64,76;128;1578;9939;0;1;5831;2484;2484;2322;350;339;470;0;485;2884;336;925;9527;1165;9772;70;900;0;75;20;30;1;120;0;52;2390;0;0;0;1;
64,86;131;1610;10000;0;1;5831;2500;2500;2349;350;339;470;0;486;2892;343;571;9570;800;9835;70;900;0;75;20;30;1;120;0;52;2313;0;0;0;1;
64,99;134;1652;9986;0;1;5831;2496;2496;2269;350;339;470;0;486;2888;343;568;9572;611;9819;70;900;0;75;20;30;1;120;0;52;2214;0;0;0;1;
65,09;138;1702;10000;0;1;5831;2500;2500;2204;350;339;470;0;488;2920;343;488;10365;781;9819;70;900;0;75;20;30;1;120;0;52;2214;0;0;0;1;
65,21;147;1814;9939;0;1;5831;2484;2484;2086;350;339;470;0;490;2938;350;847;9555;215;9772;70;900;0;75;20;30;1;120;0;52;2226;0;0;0;1;
65,31;152;1873;9979;0;1;5831;2494;2494;2033;365;355;470;0;489;2906;350;647;10155;1043;9811;70;900;0;75;20;30;1;120;0;52;2133;0;0;0;1;
65,43;157;1931;9979;0;1;5831;2494;2494;1989;365;355;470;0;490;2885;350;344;9606;613;9811;70;900;0;75;20;30;1;120;0;52;2133;0;0;0;1;
65,53;162;1989;10000;0;1;5831;2500;2500;1951;365;355;470;0;491;2887;350;65311;9747;639;9835;70;900;0;75;20;30;1;120;0;52;2088;0;0;0;1;
65,65;166;2045;9967;0;1;5831;2491;2491;1916;365;355;470;0;490;2896;350;572;9536;189;9799;70;900;0;75;20;30;1;120;0;52;2000;0;0;0;1;
65,75;171;2100;10000;0;1;5831;2500;2500;1883;365;355;470;0;491;2903;350;283;9629;373;9835;70;900;0;75;20;30;1;120;0;52;2027;0;0;0;1;
65,88;175;2153;9946;0;1;5831;2486;2486;1855;365;355;470;0;492;2885;350;1159;9591;29;9779;70;900;0;75;20;30;1;120;0;52;2027;0;0;0;1;
65,97;179;2202;10000;0;1;5831;2500;2500;1828;365;355;470;0;492;2876;350;731;9616;307;9835;70;900;0;75;20;30;1;120;0;52;1913;0;0;0;1;
66,1;183;2247;10000;0;1;5831;2500;2500;1815;365;355;470;0;494;2869;350;27;9805;566;9835;70;900;0;75;20;30;1;120;0;52;1913;0;0;0;1;
66,2;186;2292;10000;0;1;5831;2500;2500;1791;365;355;470;0;493;2875;357;134;9392;423;9835;70;900;0;75;20;30;1;120;0;51;2000;0;0;0;1;
66,32;193;2372;9986;0;1;5831;2496;2496;1736;380;371;470;0;493;2856;371;943;10034;231;9819;70;900;0;75;20;30;1;120;0;51;1868;0;0;0;1;
66,42;196;2410;10000;0;1;5831;2500;2500;1726;380;371;470;0;491;2862;371;171;9757;446;9835;70;900;0;75;20;30;1;120;0;51;1838;0;0;0;1;
66,54;199;2445;10000;0;1;5831;2500;2500;1701;380;371;470;0;493;2843;378;65157;10626;517;9835;70;900;0;75;20;30;1;120;0;51;1838;0;0;0;1;
66,64;202;2479;9967;0;1;5831;2491;2491;1698;380;371;470;0;494;2901;392;828;9404;115;9799;70;900;0;75;20;30;1;120;0;51;1841;0;0;0;1;
66,76;204;2511;9967;0;1;5831;2491;2491;1677;380;371;470;0;494;2901;392;788;10510;85;9799;70;900;0;75;20;30;1;120;0;51;1816;0;0;0;1;
66,86;207;2541;9893;0;1;5831;2473;2473;1670;380;371;470;0;495;2870;399;221;9464;274;9728;70;900;0;75;20;30;1;120;0;51;1816;0;0;0;1;
66,99;209;2569;9939;0;1;5831;2484;2484;1662;380;371;470;0;494;2866;399;334;9329;290;9772;70;900;0;75;20;30;1;120;0;51;1778;0;0;0;1;
67,08;211;2597;9960;0;1;5831;2490;2490;1611;380;371;470;0;495;2772;420;247;8090;130;9795;70;900;0;75;20;30;1;120;0;51;1785;0;0;0;1;
67,21;216;2655;9960;0;1;5831;2490;2490;1511;380;371;470;0;495;2510;469;1030;7863;0;9795;70;900;0;75;20;30;1;120;0;51;1785;0;0;0;1;
67,31;218;2686;9939;0;1;5831;2484;2484;1455;390;381;470;0;495;2510;469;1030;7863;0;9772;70;900;0;75;20;30;1;120;0;51;1804;0;0;0;1;
67,43;221;2717;9979;0;1;5831;2494;2494;1412;390;381;470;0;496;2392;497;192;7822;79;9811;70;900;0;75;20;30;1;120;0;51;1697;0;0;0;1;
67,53;224;2749;9979;0;1;5831;2494;2494;1373;390;381;470;0;496;2356;504;721;7687;124;9811;70;900;0;75;20;30;1;120;0;51;1697;0;0;0;1;
67,65;226;2780;9993;0;1;5831;2498;2498;1332;390;381;470;0;498;2320;518;6;7446;197;9827;70;900;0;75;20;30;1;120;0;51;1618;0;0;0;1;
67,75;229;2811;10000;0;1;5831;2500;2500;1295;390;381;470;0;498;2290;518;50;7574;194;9835;70;900;0;75;20;30;1;120;0;51;1676;0;0;0;1;
67,87;231;2842;10000;0;1;5831;2500;2500;1267;390;381;470;0;497;2257;532;817;8291;495;9835;70;900;0;75;20;30;1;120;0;51;1676;0;0;0;1;
67,97;233;2871;9939;0;1;5831;2484;2484;1235;390;381;470;0;498;2225;525;692;7808;77;9772;70;900;0;75;20;30;1;120;0;51;1701;0;0;0;1;
68,1;236;2901;9974;0;1;5831;2493;2493;1202;390;381;470;0;497;2199;532;442;7563;172;9807;70;900;0;75;20;30;1;120;0;48;1612;0;0;0;1;
68,19;238;2930;9967;0;1;5831;2491;2491;1174;390;381;470;0;498;2168;532;203;7392;412;9799;70;900;0;75;20;30;1;120;0;48;1612;0;0;0;1;
68,32;243;2988;9953;0;1;5831;2488;2488;1124;397;389;470;0;499;2132;553;766;7134;156;9787;70;900;0;75;20;30;1;120;0;48;1523;0;0;0;1;
68,42;245;3016;9912;0;1;5831;2478;2478;1101;397;389;470;0;499;2104;553;48;6421;127;9748;70;900;0;75;20;30;1;120;0;48;1539;0;0;0;1;
68,54;247;3043;9960;0;1;5831;2490;2490;1078;397;389;470;0;500;2077;553;631;6924;116;9795;70;900;0;75;20;30;1;120;0;48;1539;0;0;0;1;
68,64;250;3068;9939;0;1;5831;2484;2484;1061;397;389;470;0;500;2069;553;82;6490;233;9772;70;900;0;75;20;30;1;120;0;48;1527;0;0;0;1;
68,76;252;3094;9979;0;1;5831;2494;2494;1044;397;389;470;0;500;2059;553;65247;6892;119;9811;70;900;0;75;20;30;1;120;0;48;1551;0;0;0;1;
68,86;254;3118;10000;0;1;5831;2500;2500;1025;397;389;470;0;501;2042;546;620;7123;369;9835;70;900;0;75;20;30;1;120;0;48;1551;0;0;0;1;
68,99;256;3143;9993;0;1;5831;2498;2498;1005;397;389;470;0;500;2010;553;329;7651;420;9827;70;900;0;75;20;30;1;120;0;48;1512;0;0;0;1;
69,09;258;3167;10000;0;1;5831;2500;2500;988;397;389;470;0;501;1979;553;775;7741;643;9835;70;900;0;75;20;30;1;120;0;48;1418;0;0;0;1;
69,21;261;3212;10000;0;1;5831;2500;2500;959;397;389;470;0;501;1955;553;300;7255;116;9835;70;900;0;75;20;30;1;120;0;48;1418;0;0;0;1;
69,31;263;3234;9986;0;1;5831;2496;2496;945;397;389;471;0;501;1945;553;769;7287;370;9819;70;900;0;75;20;30;1;120;0;48;1447;0;0;0;1;
69,43;265;3256;9986;0;1;5831;2496;2496;929;397;389;471;0;501;1922;553;17;5985;191;9819;70;900;0;75;20;30;1;120;0;48;1478;0;0;0;1;
69,53;266;3276;9979;0;1;5831;2494;2494;918;397;389;471;0;502;1908;553;1230;6281;0;9811;70;900;0;75;20;30;1;120;0;48;1444;0;0;0;1;
69,65;268;3297;9967;0;1;5831;2491;2491;901;397;389;471;0;501;1899;553;320;5730;335;9799;70;900;0;75;20;30;1;120;0;48;1444;0;0;0;1;
69,75;270;3317;10000;0;1;5831;2500;2500;891;397;389;471;0;501;1893;553;840;6804;207;9835;70;900;0;75;20;30;1;120;0;48;1420;0;0;0;1;
69,87;271;3336;9993;0;1;5831;2498;2498;880;397;389;471;0;503;1870;553;767;5958;241;9827;70;900;0;75;20;30;1;120;0;45;1438;0;0;0;1;
69,97;273;3355;9939;0;1;5831;2484;2484;869;397;389;471;0;502;1854;553;792;6636;117;9772;70;900;0;75;20;30;1;120;0;45;1438;0;0;0;1;
70,1;274;3373;9979;0;1;5831;2494;2494;858;397;389;471;0;501;1840;553;957;6000;0;9811;70;900;0;75;20;30;1;120;0;45;1383;0;0;0;1;
70,2;276;3391;9986;0;1;5831;2496;2496;849;397;389;471;0;501;1838;553;245;6643;324;9835;70;900;0;75;20;30;1;120;0;45;1352;0;0;0;1;
70,32;279;3425;10000;0;1;5831;2500;2500;830;397;389;471;0;502;1809;553;786;6119;0;9835;70;900;0;75;20;30;1;120;0;45;1352;0;0;0;1;
70,42;280;3441;9967;0;1;5831;2491;2491;821;397;389;471;0;502;1798;553;390;6334;293;9799;70;900;0;75;20;30;1;120;0;45;1341;0;0;0;1;
70,54;281;3458;10000;0;1;5831;2500;2500;811;397;389;471;0;501;1789;553;281;6036;194;9835;70;900;0;75;20;30;1;120;0;45;1339;0;0;0;1;
70,64;282;3472;9993;0;1;5831;2498;2498;804;397;389;471;0;503;1783;553;194;6260;267;9827;70;900;0;75;20;30;1;120;0;45;1339;0;0;0;1;
70,76;284;3487;9953;0;1;5831;2488;2488;799;397;389;471;0;503;1784;553;205;5392;235;9787;70;900;0;75;20;30;1;120;0;45;1326;0;0;0;1;
70,86;285;3502;9939;0;1;5831;2484;2484;791;397;389;471;0;504;1765;553;1215;5789;0;9772;70;900;0;75;20;30;1;120;0;45;1319;0;0;0;1;
70,98;286;3517;9974;0;1;5831;2493;2493;779;397;389;471;0;503;1745;553;224;5581;135;9807;70;900;0;75;20;30;1;120;0;45;1319;0;0;0;1;
71,08;287;3531;10000;0;1;5831;2500;2500;770;397;389;471;0;503;1741;553;294;5621;131;9835;70;900;0;75;20;30;1;120;0;45;1283;0;0;0;1;
71,21;288;3545;10000;0;1;5831;2500;2500;768;397;389;471;0;503;1743;553;82;6044;392;9835;70;900;0;75;20;30;1;120;0;45;1326;0;0;0;1;
71,31;290;3559;9960;0;1;5831;2490;2490;761;397;389;471;0;504;1728;553;540;6465;203;9795;70;900;0;75;20;30;1;120;0;45;1326;0;0;0;1;
71,43;292;3587;9953;0;1;5831;2488;2488;747;395;386;471;0;504;1708;553;41;5776;2;9787;70;900;0;75;20;30;1;120;0;45;1286;0;0;0;1;
71,53;293;3600;9986;0;1;5831;2496;2496;739;395;386;471;0;503;1693;553;695;5369;15;9819;70;900;0;75;20;30;1;120;0;45;1270;0;0;0;1;
71,65;294;3615;9974;0;1;5831;2493;2493;735;395;386;471;0;504;1692;553;65370;5869;490;9807;70;900;0;75;20;30;1;120;0;45;1270;0;0;0;1;
71,75;295;3628;10000;0;1;5831;2500;2500;725;395;386;471;0;505;1679;553;1052;6846;112;9835;70;900;0;75;20;30;1;120;0;43;1244;0;0;0;1;
71,87;296;3640;9974;0;1;5831;2493;2493;718;395;386;471;0;505;1677;553;65529;5751;263;9807;70;900;0;75;20;30;1;120;0;43;1208;0;0;0;1;
71,97;297;3654;10000;0;1;5831;2500;2500;714;395;386;471;0;504;1672;553;322;5411;217;9835;70;900;0;75;20;30;1;120;0;43;1208;0;0;0;1;
72,1;298;3667;9986;0;1;5831;2496;2496;709;395;386;471;0;505;1666;553;127;5875;455;9819;70;900;0;75;20;30;1;120;0;43;1250;0;0;0;1;
72,2;299;3679;9946;0;1;5831;2486;2486;705;395;386;471;0;506;1661;560;183;5963;271;9779;70;900;0;75;20;30;1;120;0;43;1213;0;0;0;1;
72,32;301;3704;9986;0;1;5831;2496;2496;691;393;384;471;0;505;1644;553;483;5589;305;9819;70;900;0;75;20;30;1;120;0;43;1213;0;0;0;1;
72,42;302;3716;9986;0;1;5831;2496;2496;689;393;384;471;0;505;1625;560;359;5390;281;9819;70;900;0;75;20;30;1;120;0;43;1236;0;0;0;1;
72,54;303;3727;9974;0;1;5831;2493;2493;683;393;384;471;0;506;1615;560;65341;5950;377;9807;70;900;0;75;20;30;1;120;0;43;1209;0;0;0;1;
72,64;304;3737;9967;0;1;5831;2491;2491;676;393;384;471;0;505;1605;560;987;5654;40;9799;70;900;0;75;20;30;1;120;0;43;1187;0;0;0;1;
72,76;305;3749;9960;0;1;5831;2490;2490;670;393;384;471;0;504;1596;553;877;5528;0;9795;70;900;0;75;20;30;1;120;0;43;1187;0;0;0;1;
72,86;306;3761;9993;0;1;5831;2498;2498;663;393;384;471;0;505;1599;560;928;4828;286;9827;70;900;0;75;20;30;1;120;0;43;1153;0;0;0;1;
72,99;307;3773;9979;0;1;5831;2494;2494;658;393;384;471;0;505;1579;560;195;5610;283;9811;70;900;0;75;20;30;1;120;0;43;1153;0;0;0;1;
73,09;308;3782;9993;0;1;5831;2498;2498;654;393;384;471;0;505;1587;560;509;5558;161;9827;70;900;0;75;20;30;1;120;0;43;1190;0;0;0;1;
73,21;309;3793;10000;0;1;5831;2500;2500;652;393;384;471;0;505;1595;553;375;5522;62;9835;70;900;0;75;20;30;1;120;0;43;1144;0;0;0;1;
73,31;309;3803;10000;0;1;5831;2500;2500;650;393;384;471;0;505;1589;560;388;4974;0;9835;70;900;0;75;20;30;1;120;0;43;1144;0;0;0;1;
73,43;311;3822;9967;0;1;5831;2491;2491;640;391;383;471;0;505;1567;560;579;6032;256;9799;70;900;0;75;20;30;1;120;0;43;1238;0;0;0;1;
73,53;312;3833;9960;0;1;5831;2490;2490;637;391;383;471;0;506;1560;560;658;5590;199;9795;70;900;0;75;20;30;1;120;0;43;1178;0;0;0;1;
73,65;313;3843;10000;0;1;5831;2500;2500;634;391;383;471;0;506;1564;560;65474;5157;198;9835;70;900;0;75;20;30;1;120;0;41;1190;0;0;0;1;
73,75;314;3853;9953;0;1;5831;2488;2488;630;391;383;471;0;507;1554;560;486;5236;6;9787;70;900;0;75;20;30;1;120;0;41;1190;0;0;0;1;
73,87;314;3863;10000;0;1;5831;2500;2500;626;391;383;471;0;506;1541;560;745;5719;105;9835;70;900;0;75;20;30;1;120;0;41;1236;0;0;0;1;
73,97;315;3871;10000;0;1;5831;2500;2500;622;391;383;471;0;507;1536;560;293;5911;239;9835;70;900;0;75;20;30;1;120;0;41;1236;0;0;0;1;
74,07;316;3881;10000;0;1;5831;2500;2500;620;391;383;471;0;505;1533;560;795;4755;65;9835;70;900;0;75;20;30;1;120;0;41;1175;0;0;0;1;
74,2;316;3889;10000;0;1;5831;2500;2500;615;391;383;471;0;506;1532;560;801;5573;22;9835;70;900;0;75;20;30;1;120;0;41;1149;0;0;0;1;
74,3;317;3898;9919;0;1;5831;2479;2479;614;390;383;471;0;506;1536;560;158;5244;217;9772;70;900;0;75;20;30;1;120;0;41;1178;0;0;0;1;
74,42;318;3912;9967;0;1;5831;2491;2491;609;390;383;471;0;506;1529;560;573;5366;131;9799;70;900;0;75;20;30;1;120;0;41;1178;0;0;0;1;
74,52;319;3920;9974;0;1;5831;2493;2493;604;390;383;471;0;506;1517;560;1069;5877;0;9807;70;900;0;75;20;30;1;120;0;41;1147;0;0;0;1;
74,64;320;3927;9974;0;1;5831;2493;2493;604;390;383;471;0;508;1514;560;834;5075;0;9807;70;900;0;75;20;30;1;120;0;41;1169;0;0;0;1;
74,74;320;3933;9993;0;1;5831;2498;2498;602;390;383;471;0;505;1520;560;151;4985;187;9827;70;900;0;75;20;30;1;120;0;41;1169;0;0;0;1;
74,87;321;3941;9986;0;1;5831;2496;2496;598;390;383;471;0;507;1509;560;611;4595;182;9819;70;900;0;75;20;30;1;120;0;41;1107;0;0;0;1;
74,97;321;3948;9993;0;1;5831;2498;2498;595;390;383;471;0;506;1496;560;448;5387;5;9827;70;900;0;75;20;30;1;120;0;41;1118;0;0;0;1;
75,09;322;3954;9986;0;1;5831;2496;2496;594;390;383;471;0;506;1498;560;65403;5380;273;9819;70;900;0;75;20;30;1;120;0;41;1118;0;0;0;1;
75,19;322;3960;9960;0;1;5831;2490;2490;592;390;383;471;0;506;1496;560;50;5261;128;9799;70;900;0;75;20;30;1;120;0;41;1107;0;0;0;1;
75,31;323;3972;10000;0;2;5831;2500;2500;590;388;380;471;0;505;1503;560;707;4701;139;9835;70;900;0;75;20;30;1;120;0;41;1095;0;0;0;1;
75,41;323;3975;9979;0;2;5831;2494;2494;588;388;380;471;0;506;1493;560;342;5149;0;9811;70;900;0;75;20;30;1;120;0;41;1095;0;0;0;1;
75,53;324;3979;10000;0;2;5831;2500;2500;586;388;380;471;0;506;1489;560;332;5275;349;9835;70;900;0;75;20;30;1;120;0;40;1119;0;0;0;1;
75,63;324;3983;9974;0;2;5831;2493;2493;585;388;380;471;0;506;1497;560;279;4411;39;9807;70;900;0;75;20;30;1;120;0;40;1141;0;0;0;1;
75,76;324;3987;9939;0;2;5831;2484;2484;585;388;380;471;0;507;1494;560;474;5377;377;9772;70;900;0;75;20;30;1;120;0;40;1141;0;0;0;1;
75,86;325;3990;9993;0;2;5831;2498;2498;583;388;380;471;0;507;1492;560;596;4670;65;9827;70;900;0;75;20;30;1;120;0;40;1118;0;0;0;1;
75,98;325;3993;9933;0;2;5831;2483;2483;583;388;380;471;0;506;1489;560;879;5075;64;9768;70;900;0;75;20;30;1;120;0;40;1162;0;0;0;1;
76,08;325;3996;9967;0;2;5831;2491;2491;582;388;380;471;0;508;1487;560;248;4836;161;9768;70;900;0;75;20;30;1;120;0;40;1173;0;0;0;1;
76,24;326;4001;10000;0;2;5831;2500;2500;581;388;380;471;0;506;1488;560;750;4877;6;9835;70;900;0;75;20;30;1;120;0;40;1173;0;0;0;1;
76,34;326;4004;9893;0;2;5831;2473;2473;577;388;380;471;0;507;1478;560;477;5723;292;9728;70;900;0;75;20;30;1;120;0;40;1153;0;0;0;1;
76,46;326;4008;10000;0;2;5831;2500;2500;575;388;380;471;0;507;1472;560;758;4689;0;9835;70;900;0;75;20;30;1;120;0;40;1194;0;0;0;1;
76,56;326;4012;9974;0;2;5831;2493;2493;574;388;380;471;0;507;1469;560;351;4798;232;9807;70;900;0;75;20;30;1;120;0;40;1194;0;0;0;1;
76,68;327;4015;9967;0;2;5831;2491;2491;573;388;380;471;0;506;1474;560;299;4390;128;9799;70;900;0;75;20;30;1;120;0;40;1170;0;0;0;1;
76,78;327;4017;10000;0;2;5831;2500;2500;574;388;380;471;0;507;1480;560;491;4949;161;9835;70;900;0;75;20;30;1;120;0;40;1109;0;0;0;1;
76,91;327;4020;10000;0;2;5831;2500;2500;572;388;380;471;0;507;1473;560;145;5281;179;9835;70;900;0;75;20;30;1;120;0;40;1109;0;0;0;1;
77,01;327;4023;9974;0;2;5831;2493;2493;572;388;380;471;0;506;1469;560;618;4976;0;9835;70;900;0;75;20;30;1;120;0;40;1138;0;0;0;1;
77,13;328;4026;9993;0;2;5831;2498;2498;571;388;380;471;0;506;1477;560;57;4950;0;9827;70;900;0;75;20;30;1;120;0;40;1108;0;0;0;1;
77,23;328;4027;9986;0;2;5831;2496;2496;571;388;380;471;0;506;1477;560;65527;5383;240;9819;70;900;0;75;20;30;1;120;0;40;1108;0;0;0;1;
77,35;328;4029;9967;0;2;5831;2491;2491;571;386;379;471;0;506;1478;560;65509;4623;207;9799;70;900;0;75;20;30;1;120;0;38;1120;0;0;0;1;
77,45;328;4029;9993;0;2;5831;2498;2498;569;386;379;471;0;508;1472;560;872;4954;53;9827;70;900;0;75;20;30;1;120;0;38;1156;0;0;0;1;
77,57;328;4030;10000;0;2;5831;2500;2500;569;386;379;471;0;507;1472;560;382;5292;37;9835;70;900;0;75;20;30;1;120;0;38;1156;0;0;0;1;
77,67;328;4031;9979;0;2;5831;2494;2494;571;386;379;471;0;506;1483;560;341;4749;50;9811;70;900;0;75;20;30;1;120;0;38;1075;0;0;0;1;
77,79;328;4034;9974;0;2;5831;2493;2493;569;386;379;471;0;507;1470;560;888;4880;91;9807;70;900;0;75;20;30;1;120;0;38;1097;0;0;0;1;
